,Unnamed: 0,country_a,country_b,similarity,country_a_name,country_b_name
427,427,sv,de,0.0972998137802607,El Salvador,Germany
428,428,sv,gb,0.12404371584699453,El Salvador,United Kingdom
429,429,sv,il,0.16216216216216214,El Salvador,Israel
430,430,sv,mt,0.24133585381222436,El Salvador,Malta
431,431,sv,pe,0.5659978880675819,El Salvador,Peru
432,432,sv,sk,0.14120242691671264,El Salvador,Slovakia
433,433,sv,global,0.2388515577275504,El Salvador,Global
434,434,ar,ca,0.08155146693187469,Argentina,Canada
435,435,ar,dk,0.06865219586067642,Argentina,Denmark
436,436,ar,gr,0.0916754478398314,Argentina,Greece
437,437,ar,is,0.07042253521126761,Argentina,Iceland
438,438,ar,mx,0.3908256880733945,Argentina,Mexico
439,439,ar,ph,0.09326788218793827,Argentina,Philippines
440,440,ar,sv,0.456663560111836,Argentina,El Salvador
441,441,ar,ar,1.0,Argentina,Argentina
442,442,ar,ch,0.09066901408450703,Argentina,Switzerland
443,443,ar,do,0.33176100628930816,Argentina,Dominican Republic
444,444,ar,gt,0.44254937163375213,Argentina,Guatemala
445,445,ar,it,0.09454349000540248,Argentina,Italy
446,446,ar,my,0.09018890920170627,Argentina,Malaysia
447,447,ar,pl,0.08228882833787465,Argentina,Poland
448,448,ar,th,0.07214765100671143,Argentina,Thailand
449,449,ar,at,0.07149621212121213,Argentina,Austria
450,450,ar,cl,0.4395702775290958,Argentina,Chile
451,451,ar,ec,0.4717703349282297,Argentina,Ecuador
452,452,ar,hk,0.08936170212765958,Argentina,Hong Kong
453,453,ar,jp,0.07687614399023797,Argentina,Japan
454,454,ar,ni,0.3348181143281366,Argentina,Nicaragua
455,455,ar,pt,0.13753943217665615,Argentina,Portugal
456,456,ar,tr,0.08137188971082716,Argentina,Turkey
457,457,ar,au,0.08845928529584066,Argentina,Australia
458,458,ar,co,0.4200710479573712,Argentina,Colombia
459,459,ar,ee,0.08754559666492966,Argentina,Estonia
460,460,ar,hn,0.41434977578475335,Argentina,Honduras
461,461,ar,lt,0.09062980030721966,Argentina,Lithuania
462,462,ar,nl,0.07129543336439888,Argentina,Netherlands
463,463,ar,py,0.4553072625698324,Argentina,Paraguay
464,464,ar,tw,0.07260891337005508,Argentina,Taiwan
465,465,ar,be,0.08274470232088799,Argentina,Belgium
466,466,ar,cr,0.4244541484716157,Argentina,Costa Rica
467,467,ar,es,0.32831541218637994,Argentina,Spain
468,468,ar,hu,0.10011123470522804,Argentina,Hungary
469,469,ar,lu,0.08440366972477065,Argentina,Luxembourg
470,470,ar,no,0.07204030226700253,Argentina,Norway
471,471,ar,ro,0.09808219178082192,Argentina,Romania
472,472,ar,us,0.08463356973995273,Argentina,United States
473,473,ar,bg,0.09239407861153648,Argentina,Bulgaria
474,474,ar,cy,0.10654313839027214,Argentina,Cyprus
475,475,ar,fi,0.06844968268359021,Argentina,Finland
476,476,ar,id,0.09246088193456614,Argentina,Indonesia
477,477,ar,lv,0.08655913978494624,Argentina,Latvia
478,478,ar,nz,0.08862275449101796,Argentina,New Zealand
479,479,ar,se,0.06725417439703155,Argentina,Sweden
480,480,ar,uy,0.6618075801749271,Argentina,Uruguay
481,481,ar,bo,0.497164461247637,Argentina,Bolivia
482,482,ar,cz,0.08996728462377318,Argentina,Czech Republic
483,483,ar,fr,0.055054151624548735,Argentina,France
484,484,ar,ie,0.07931404072883172,Argentina,Ireland
