,Position,Track Name,Artist,Streams,date,region,id,date_from,date_to,valence
5089,90,Havana (feat. Young Thug),Camila Cabello,27044,2019-03-15--2019-03-22,hk,1rfofaqEpACxVEHIZBJe6W,2019-03-15,2019-03-22,0.394
5090,91,命硬,Justin Lo,26892,2019-03-15--2019-03-22,hk,47RgWWTJno746wCInL4gQz,2019-03-15,2019-03-22,0.333
5091,92,The Bones,Maren Morris,26807,2019-03-15--2019-03-22,hk,3npzogdOEiVsieXmmhBepL,2019-03-15,2019-03-22,0.335
5092,93,Closer,The Chainsmokers,26798,2019-03-15--2019-03-22,hk,7BKLCZ1jbUBVqRi2FVlTVw,2019-03-15,2019-03-22,0.661
5093,94,This Feeling,The Chainsmokers,26712,2019-03-15--2019-03-22,hk,4NBTZtAt1F13VvlSKe6KTl,2019-03-15,2019-03-22,0.449
5094,95,Faded,Alan Walker,26568,2019-03-15--2019-03-22,hk,698ItKASDavgwZ3WjaWjtz,2019-03-15,2019-03-22,0.159
5095,96,必殺技 - Live,Leo Ku,26548,2019-03-15--2019-03-22,hk,7oPrKydZ1xLIFXzjHLUGE5,2019-03-15,2019-03-22,0.399
5096,97,睡皇后,G.E.M.,26502,2019-03-15--2019-03-22,hk,3f7D4hlFcvAWCPilTOGJEy,2019-03-15,2019-03-22,0.181
5097,98,Be Alright,Dean Lewis,26266,2019-03-15--2019-03-22,hk,3EPXxR3ImUwfayaurPi3cm,2019-03-15,2019-03-22,0.443
5098,99,I'll Never Love Again - Film Version - Radio Edit,Lady Gaga,26245,2019-03-15--2019-03-22,hk,3DKpA54hrFIdPN6AtL9HXa,2019-03-15,2019-03-22,0.25
5099,100,不許你注定一人,Dear Jane,26236,2019-03-15--2019-03-22,hk,0zaJVOyKHcBVtf0itXajME,2019-03-15,2019-03-22,0.475
5100,101,光年之外 (電影 《Passengers》 中國區主題曲),G.E.M.,26111,2019-03-15--2019-03-22,hk,1bkvGbgK4HU8B7Ue4k7O7I,2019-03-15,2019-03-22,0.238
5101,102,最後晚餐,Supper Moment,26017,2019-03-15--2019-03-22,hk,71b8CQvcm070jgEypaevrV,2019-03-15,2019-03-22,0.449
5102,103,怎麼了,Eric Chou,25617,2019-03-15--2019-03-22,hk,2IAumRplFr0Ns09kKgt2je,2019-03-15,2019-03-22,0.263
5103,104,無賴,Ronald Cheng,25086,2019-03-15--2019-03-22,hk,1zAFaIAd1kek5IEi5AwPvL,2019-03-15,2019-03-22,0.551
5104,105,經過一些秋與冬,Dear Jane,24928,2019-03-15--2019-03-22,hk,4pw59ml6lY3WnP90tfyDGP,2019-03-15,2019-03-22,0.352
5105,106,不該,Jay Chou,24774,2019-03-15--2019-03-22,hk,7LyCtbxher5m97MImn5M3l,2019-03-15,2019-03-22,0.187
5106,107,戀無可戀,Leo Ku,24666,2019-03-15--2019-03-22,hk,4zVevFBE0Ub4WaUS91f9g1,2019-03-15,2019-03-22,0.367
5107,108,All Falls Down (feat. Juliander),Alan Walker,24214,2019-03-15--2019-03-22,hk,1HvCFAUIWQsWV9zud3UhDl,2019-03-15,2019-03-22,0.675
5108,109,年少有為,Ronghao Li,24167,2019-03-15--2019-03-22,hk,6XY80Ofqd8j0SGiEdRLwCp,2019-03-15,2019-03-22,0.289
5109,110,Lie To Me (feat. Julia Michaels),5 Seconds of Summer,24167,2019-03-15--2019-03-22,hk,6GzApXoBQiiAjak3tOQfV3,2019-03-15,2019-03-22,0.771
5110,111,We Don't Talk Anymore,Charlie Puth,24106,2019-03-15--2019-03-22,hk,68EMU2RD1ECNeOeJ5qAXCV,2019-03-15,2019-03-22,0.352
5111,112,Saturday Nights,Khalid,24104,2019-03-15--2019-03-22,hk,5kfNriitmkNE8mUbZ7gbq8,2019-03-15,2019-03-22,0.341
5112,113,若然冬天沒有花,梁釗峰,23880,2019-03-15--2019-03-22,hk,07JzFsUuuOW4eQR6d9iMXR,2019-03-15,2019-03-22,0.384
5113,114,CROWN,TOMORROW X TOGETHER,23756,2019-03-15--2019-03-22,hk,32h6yQGn4oAhZ0HRsTMX26,2019-03-15,2019-03-22,0.58
5114,115,體面(電影《前任3:再見前任》插曲),Kelly Yu,23743,2019-03-15--2019-03-22,hk,7cE5ehlKJ3L9Ejhzm3udcF,2019-03-15,2019-03-22,0.205
5115,116,Love Someone,Lukas Graham,23675,2019-03-15--2019-03-22,hk,3id2EVGKc3eFAMn9nFnB0r,2019-03-15,2019-03-22,0.265
5116,117,The Middle,Zedd,23627,2019-03-15--2019-03-22,hk,09IStsImFySgyp0pIQdqAc,2019-03-15,2019-03-22,0.437
5117,118,I Like Me Better,Lauv,23618,2019-03-15--2019-03-22,hk,2P91MQbaiQOfbiz9VqhqKQ,2019-03-15,2019-03-22,0.419
5118,119,Too Good At Goodbyes,Sam Smith,23425,2019-03-15--2019-03-22,hk,1mXVgsBdtIVeCLJnSnmtdV,2019-03-15,2019-03-22,0.534
5119,120,可惜沒如果,JJ Lin,23392,2019-03-15--2019-03-22,hk,6WoQzK5Exbfcmow1AoNRkl,2019-03-15,2019-03-22,0.286
5120,121,人妻的偽術,Kay Tse,23382,2019-03-15--2019-03-22,hk,13hlBLWc9fTLcmfPjrWkns,2019-03-15,2019-03-22,0.589
5121,122,寧願當初不相見,Dear Jane,23238,2019-03-15--2019-03-22,hk,5HQvBElbSnW7ybPNTshR0O,2019-03-15,2019-03-22,0.326
5122,123,Nights Like This (feat. Ty Dolla $ign),Kehlani,23148,2019-03-15--2019-03-22,hk,6ZRuF2n1CQxyxxAAWsKJOy,2019-03-15,2019-03-22,0.291
5123,124,Wolves,Selena Gomez,23109,2019-03-15--2019-03-22,hk,0tBbt8CrmxbjRP0pueQkyU,2019-03-15,2019-03-22,0.305
5124,125,High Hopes,Panic! At The Disco,23056,2019-03-15--2019-03-22,hk,1rqqCSm0Qe4I9rUvWncaom,2019-03-15,2019-03-22,0.681
5125,126,Beautiful (feat. Camila Cabello),Bazzi,23039,2019-03-15--2019-03-22,hk,4VUwkH455At9kENOfzTqmF,2019-03-15,2019-03-22,0.249
5126,127,DDU-DU DDU-DU,BLACKPINK,23030,2019-03-15--2019-03-22,hk,2aI2k39nfa3KFsa4JclQzw,2019-03-15,2019-03-22,0.389
5127,128,Bad Liar,Imagine Dragons,23029,2019-03-15--2019-03-22,hk,2RSHsoi04658QL5xgQVov3,2019-03-15,2019-03-22,0.0827
5128,129,你是你本身的傳奇,Charmaine Fong,22785,2019-03-15--2019-03-22,hk,5uMkdWf1H6JEcpcdnPOSZM,2019-03-15,2019-03-22,0.427
5129,130,別來無恙,Jason Chan,22752,2019-03-15--2019-03-22,hk,2wgF570uODvVSxfd8o3eRf,2019-03-15,2019-03-22,0.51
5130,131,no tears left to cry,Ariana Grande,22604,2019-03-15--2019-03-22,hk,2qT1uLXPVPzGgFOx4jtEuo,2019-03-15,2019-03-22,0.354
5131,132,Say You Won't Let Go,James Arthur,22480,2019-03-15--2019-03-22,hk,5uCax9HTNlzGybIStD3vDh,2019-03-15,2019-03-22,0.494
5132,133,再不再見,C AllStar,22478,2019-03-15--2019-03-22,hk,1kcNUj4udKEFesxdclbh8n,2019-03-15,2019-03-22,0.341
5133,134,淘汰(國),Eason Chan,22453,2019-03-15--2019-03-22,hk,3aawXLnJpcDVXCl1UUksAW,2019-03-15,2019-03-22,0.206
5134,135,Thinking out Loud,Ed Sheeran,22289,2019-03-15--2019-03-22,hk,1Slwb6dOYkBlWal1PGtnNg,2019-03-15,2019-03-22,0.591
5135,136,Walk Me Home,P!nk,22277,2019-03-15--2019-03-22,hk,7DHApOHsIFo7EyfieArYGE,2019-03-15,2019-03-22,0.432
5136,137,"Fire On Fire - From ""Watership Down""",Sam Smith,22162,2019-03-15--2019-03-22,hk,5rFj8OzffT0iggSjcBaeND,2019-03-15,2019-03-22,0.341
5137,138,Better Now,Post Malone,22128,2019-03-15--2019-03-22,hk,7dt6x5M1jzdTEt8oCbisTK,2019-03-15,2019-03-22,0.374
5138,139,小問題,AGA,22118,2019-03-15--2019-03-22,hk,0Eozbd447x0jSZZNeMAXS2,2019-03-15,2019-03-22,0.783
5139,140,Darkside,Alan Walker,22020,2019-03-15--2019-03-22,hk,6SRWhUJcD2YKahCwHavz3X,2019-03-15,2019-03-22,0.123
5140,141,There's No Way (feat. Julia Michaels),Lauv,21966,2019-03-15--2019-03-22,hk,2hnxrRNzF74mdDzpQZQukQ,2019-03-15,2019-03-22,0.374
5141,142,修煉愛情,JJ Lin,21952,2019-03-15--2019-03-22,hk,190kU2WKyIzx9XaBjfWRPk,2019-03-15,2019-03-22,0.239
5142,143,Giant (with Rag'n'Bone Man),Calvin Harris,21904,2019-03-15--2019-03-22,hk,5itOtNx0WxtJmi1TQ3RuRd,2019-03-15,2019-03-22,0.606
5143,144,說好的幸福呢,Jay Chou,21880,2019-03-15--2019-03-22,hk,6W2tmkeuHKaedHhdTPnyVs,2019-03-15,2019-03-22,0.24
5144,145,以後別做朋友,Eric Chou,21790,2019-03-15--2019-03-22,hk,7zyYmIdjqqiX6kLryb7QBx,2019-03-15,2019-03-22,0.291
5145,146,Spring (feat. Sandara Park),Park Bom,21524,2019-03-15--2019-03-22,hk,65wvbMx87q6IHOBWTKAhWr,2019-03-15,2019-03-22,0.521
5146,147,晴天,Jay Chou,21451,2019-03-15--2019-03-22,hk,0F02KChKwbcQ3tk4q1YxLH,2019-03-15,2019-03-22,0.399
5147,148,明年今日,Eason Chan,21411,2019-03-15--2019-03-22,hk,4UD5xrQI4nKftCje1y5Te9,2019-03-15,2019-03-22,0.214
5148,149,大哥,Janice Vidal,21316,2019-03-15--2019-03-22,hk,2fzOOTi4YDXENpUCr1fiaW,2019-03-15,2019-03-22,0.392
5149,150,不為誰而作的歌,JJ Lin,21272,2019-03-15--2019-03-22,hk,0VqSdtXseb9khdZrnYVyM1,2019-03-15,2019-03-22,0.252
5150,151,長相廝守,ToNick,21099,2019-03-15--2019-03-22,hk,44TjgDPUGUqU3ylA8tBkVf,2019-03-15,2019-03-22,0.503
5151,152,無盡,Supper Moment,21088,2019-03-15--2019-03-22,hk,6TNz79kvUVVQSM2EhZQVq8,2019-03-15,2019-03-22,0.526
5152,153,"太難開始 - 劇集 ""救妻同學會"" 片尾曲",Hubert Wu,21014,2019-03-15--2019-03-22,hk,2NJh3jZkabUE1a3K6XTJBf,2019-03-15,2019-03-22,0.285
5153,154,幸福之歌,Supper Moment,20917,2019-03-15--2019-03-22,hk,25atREPmk8jKg0WlI28bsV,2019-03-15,2019-03-22,0.397
5154,155,Someone You Loved,Lewis Capaldi,20805,2019-03-15--2019-03-22,hk,2TIlqbIneP0ZY1O0EzYLlc,2019-03-15,2019-03-22,0.446
5155,156,慢慢喜歡你,Karen Mok,20742,2019-03-15--2019-03-22,hk,7EoyERNueJuFlQbyrRB0US,2019-03-15,2019-03-22,0.375
5156,157,Ruin My Life,Zara Larsson,20714,2019-03-15--2019-03-22,hk,5tAa8Uaqr4VvA3693mbIhU,2019-03-15,2019-03-22,0.585
5157,158,What A Time (feat. Niall Horan),Julia Michaels,20680,2019-03-15--2019-03-22,hk,5WtfUKzXircvW8l5aaVZWT,2019-03-15,2019-03-22,0.386
5158,159,Lost In Japan,Shawn Mendes,20666,2019-03-15--2019-03-22,hk,79esEXlqqmq0GPz0xQSZTV,2019-03-15,2019-03-22,0.425
5159,160,A Thousand Years,Christina Perri,20647,2019-03-15--2019-03-22,hk,6lanRgr6wXibZr8KgzXxBl,2019-03-15,2019-03-22,0.161
5160,161,No New Friends,Sia,20429,2019-03-15--2019-03-22,hk,3Y7a0typ6ik1KscmebXd6D,2019-03-15,2019-03-22,0.688
5161,162,Going Bad (feat. Drake),Meek Mill,20414,2019-03-15--2019-03-22,hk,2IRZnDFmlqMuOrYOLnZZyc,2019-03-15,2019-03-22,0.544
5162,163,"但願人長久 - 劇集 ""跳躍生命線"" 插曲",HANA,20319,2019-03-15--2019-03-22,hk,1aJOV8dO0bxMZ7x7EGp3fX,2019-03-15,2019-03-22,0.235
5163,164,Back To You - From 13 Reasons Why – Season 2 Soundtrack,Selena Gomez,20186,2019-03-15--2019-03-22,hk,4hQ6UGyWQIGJmHSo0J88JW,2019-03-15,2019-03-22,0.508
5164,165,分手總約在雨天,Charmaine Fong,20036,2019-03-15--2019-03-22,hk,4F58voptx3uo1bNiJ6i1P9,2019-03-15,2019-03-22,0.204
5165,166,死性不改,Twins,20000,2019-03-15--2019-03-22,hk,7aMEBZUCJFyV4VM60yEHtC,2019-03-15,2019-03-22,0.395
5166,167,她說,JJ Lin,19964,2019-03-15--2019-03-22,hk,632VyMrvhsHIsO4zq9khts,2019-03-15,2019-03-22,0.326
5167,168,imagine,Ariana Grande,19953,2019-03-15--2019-03-22,hk,39LmTF9RgyakzSYX8txrow,2019-03-15,2019-03-22,0.371
5168,169,SICKO MODE,Travis Scott,19945,2019-03-15--2019-03-22,hk,2xLMifQCjDGFmkHkpNLD9h,2019-03-15,2019-03-22,0.446
5169,170,一個女人和浴室,Kay Tse,19933,2019-03-15--2019-03-22,hk,4IxKTRZn3KQxj3dwwqbyGi,2019-03-15,2019-03-22,0.537
5170,171,Happier,Ed Sheeran,19920,2019-03-15--2019-03-22,hk,2RttW7RAu5nOAfq6YFvApB,2019-03-15,2019-03-22,0.236
5171,172,演員,Joker Xue,19919,2019-03-15--2019-03-22,hk,6LunoYd3xpZ19sICOXS8Xd,2019-03-15,2019-03-22,0.186
5172,173,Better,Khalid,19895,2019-03-15--2019-03-22,hk,6zeeWid2sgw4lap2jV61PZ,2019-03-15,2019-03-22,0.112
5173,174,富士山下,Eason Chan,19856,2019-03-15--2019-03-22,hk,3cthRwQ2X0SNTaauD7tjn5,2019-03-15,2019-03-22,0.528
5174,175,缺,Hins Cheung,19825,2019-03-15--2019-03-22,hk,528HFTQqdaMOf31jDTgkGt,2019-03-15,2019-03-22,0.273
5175,176,男人背後,Pakho Chau,19783,2019-03-15--2019-03-22,hk,5fFsbYb2tewS0dvWKD9iVc,2019-03-15,2019-03-22,0.359
5176,177,甘心替代你,Ekin Cheng,19717,2019-03-15--2019-03-22,hk,5vnxboQXsHVOVynymx0Wvv,2019-03-15,2019-03-22,0.273
5177,178,Think About You,Kygo,19660,2019-03-15--2019-03-22,hk,3Kuu5vASpXK8oRsxOvau6P,2019-03-15,2019-03-22,0.19
5178,179,Attention,Charlie Puth,19564,2019-03-15--2019-03-22,hk,5cF0dROlMOK5uNZtivgu50,2019-03-15,2019-03-22,0.797
5179,180,Treat You Better,Shawn Mendes,19449,2019-03-15--2019-03-22,hk,3QGsuHI8jO1Rx4JWLUh9jd,2019-03-15,2019-03-22,0.747
5180,181,野孩子,Miriam Yeung,19170,2019-03-15--2019-03-22,hk,66YUHByAhvckqMtO9EkJ1J,2019-03-15,2019-03-22,0.52
5181,182,Kong,Justin Lo,19128,2019-03-15--2019-03-22,hk,5hQwJOWx41wiWH305GT7pf,2019-03-15,2019-03-22,0.341
5182,183,Youngblood,5 Seconds of Summer,19100,2019-03-15--2019-03-22,hk,2iUXsYOEPhVqEBwsqP70rE,2019-03-15,2019-03-22,0.152
5183,184,假使世界原來不像你預期,Charmaine Fong,18915,2019-03-15--2019-03-22,hk,53HxUdYRCRMdzYPG0qhGUP,2019-03-15,2019-03-22,0.347
5184,185,勇悍・17,Juno Mak,18906,2019-03-15--2019-03-22,hk,58nDLotEOqoDorTkvz4tJf,2019-03-15,2019-03-22,0.486
5185,186,Girls Need Love (with Drake) - Remix,Summer Walker,18788,2019-03-15--2019-03-22,hk,14SaZBTjxlorHJQxXh01Hu,2019-03-15,2019-03-22,0.0897
5186,187,Just You and I,Tom Walker,18729,2019-03-15--2019-03-22,hk,03x2rVJRFUrvwlfxoHd9Mo,2019-03-15,2019-03-22,0.544
5187,188,下一位前度,Terence Lam,18673,2019-03-15--2019-03-22,hk,0Q3jOuEpx8Esi2qZMQSghl,2019-03-15,2019-03-22,0.428
5188,189,面具,Alfred Hui,18615,2019-03-15--2019-03-22,hk,58SUsgamkW6vFFq0YNKGrf,2019-03-15,2019-03-22,0.218
5189,190,Rewrite The Stars (with James Arthur & Anne-Marie),James Arthur,18488,2019-03-15--2019-03-22,hk,6mQLN3zRtAp6ovjusyYKrV,2019-03-15,2019-03-22,0.571
5190,191,教我這麼愛下去,Andy Hui,18390,2019-03-15--2019-03-22,hk,0vKBUATOetUAnDJBlZ5KVK,2019-03-15,2019-03-22,0.506
5191,192,男朋友,Louis Koo,18354,2019-03-15--2019-03-22,hk,4HBOOGIvjHGOrdtEiFkN03,2019-03-15,2019-03-22,0.27
5192,193,Kiss and Make Up,Dua Lipa,18227,2019-03-15--2019-03-22,hk,13hvHEstJ4sNbzdroPrPI3,2019-03-15,2019-03-22,0.63
5193,194,IDGAF,Dua Lipa,18222,2019-03-15--2019-03-22,hk,76cy1WJvNGJTj78UqeA5zr,2019-03-15,2019-03-22,0.51
5194,195,Two of Us,Louis Tomlinson,18212,2019-03-15--2019-03-22,hk,3fd5jcZKAzoiivM4ZDwhyU,2019-03-15,2019-03-22,0.329
5195,196,bad idea,Ariana Grande,18061,2019-03-15--2019-03-22,hk,7EQpvVujgytLVY8vKiDHAg,2019-03-15,2019-03-22,0.575
5196,197,追光者 - 電視劇夏至未至插曲,Yoyo Sham,18050,2019-03-15--2019-03-22,hk,66LKcDWIHdqWEaviZhcMTx,2019-03-15,2019-03-22,0.261
5197,198,黑盒,Juno Mak,18033,2019-03-15--2019-03-22,hk,6Bvqtzk0zscNWhZCw43P5N,2019-03-15,2019-03-22,0.132
5198,199,In My Blood,Shawn Mendes,17921,2019-03-15--2019-03-22,hk,2QZ7WLBE8h2y1Y5Fb8RYbH,2019-03-15,2019-03-22,0.487
5199,200,耿耿於懷,Juno Mak,17918,2019-03-15--2019-03-22,hk,027DJzimsjm1M1hflEWLnv,2019-03-15,2019-03-22,0.148
5200,1,7 rings,Ariana Grande,101224,2019-03-22--2019-03-29,hk,6ocbgoVGwYJhOv1GgI9NsF,2019-03-22,2019-03-29,0.327
5201,2,Sucker,Jonas Brothers,100811,2019-03-22--2019-03-29,hk,4y3OI86AEP6PQoDE6olYhO,2019-03-22,2019-03-29,0.952
5202,3,其實寂寞,Kay Tse,86697,2019-03-22--2019-03-29,hk,4qOQcgfSAV2XuoJ55TYSaS,2019-03-22,2019-03-29,0.61
5203,4,On My Way,Alan Walker,82998,2019-03-22--2019-03-29,hk,4n7jnSxVLd8QioibtTDBDq,2019-03-22,2019-03-29,0.297
5204,5,Here With Me,Marshmello,82428,2019-03-22--2019-03-29,hk,5icOoE6VgqFKohjWWNp0Ac,2019-03-22,2019-03-29,0.181
5205,6,Shallow,Lady Gaga,77899,2019-03-22--2019-03-29,hk,2VxeLyX666F8uXCJ0dZF8B,2019-03-22,2019-03-29,0.323
5206,7,寂寞就如,Juno Mak,74365,2019-03-22--2019-03-29,hk,6npOpd3seRhoTPGOsFPKaX,2019-03-22,2019-03-29,0.284
5207,8,i'm so tired...,Lauv,68730,2019-03-22--2019-03-29,hk,7COXchtUOMd6uIT6HvmRaI,2019-03-22,2019-03-29,0.534
5208,9,Dancing With A Stranger (with Normani),Sam Smith,68666,2019-03-22--2019-03-29,hk,6Qs4SXO9dwPj5GKvVOv8Ki,2019-03-22,2019-03-29,0.347
5209,10,"break up with your girlfriend, i'm bored",Ariana Grande,68241,2019-03-22--2019-03-29,hk,4kV4N9D1iKVxx1KLvtTpjS,2019-03-22,2019-03-29,0.335
5210,11,Who Do You Love,The Chainsmokers,63240,2019-03-22--2019-03-29,hk,11cDEev79fPKi6uJCjUhu8,2019-03-22,2019-03-29,0.435
5211,12,My Bad,Khalid,59556,2019-03-22--2019-03-29,hk,1DUSuNhF8P5vUGNPpQiZa5,2019-03-22,2019-03-29,0.391
5212,13,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,59420,2019-03-22--2019-03-29,hk,3KkXRkHbMCARz0aVfEt68P,2019-03-22,2019-03-29,0.913
5213,14,百年樹木,Hins Cheung,59393,2019-03-22--2019-03-29,hk,5ql4tlxS3GtADNsSRi2GnW,2019-03-22,2019-03-29,0.343
5214,15,"thank u, next",Ariana Grande,57201,2019-03-22--2019-03-29,hk,3e9HZxeyfWwjeyPAMmWSSQ,2019-03-22,2019-03-29,0.412
5215,16,wish you were gay,Billie Eilish,55700,2019-03-22--2019-03-29,hk,4txc3txsIt81diMzGhrVPS,2019-03-22,2019-03-29,0.282
5216,17,Don't Call Me Up,Mabel,55310,2019-03-22--2019-03-29,hk,5WHTFyqSii0lmT9R21abT8,2019-03-22,2019-03-29,0.234
5217,18,有一種悲傷 - 電影《比悲傷更悲傷的故事》主題曲,A-Lin,53445,2019-03-22--2019-03-29,hk,3ayrHkyorPEpeOBvZ76SwG,2019-03-22,2019-03-29,0.341
5218,19,Please Me,Cardi B,50713,2019-03-22--2019-03-29,hk,0PG9fbaaHFHfre2gUVo7AN,2019-03-22,2019-03-29,0.65
5219,20,Let Me Down Slowly,Alec Benjamin,50105,2019-03-22--2019-03-29,hk,2qxmye6gAegTMjLKEBoR3d,2019-03-22,2019-03-29,0.483
5220,21,Wow.,Post Malone,49346,2019-03-22--2019-03-29,hk,6MWtB6iiXyIwun0YzU6DFP,2019-03-22,2019-03-29,0.385
5221,22,春秋,Hins Cheung,49058,2019-03-22--2019-03-29,hk,2WVbMoHdWCspdiEa7OnG1D,2019-03-22,2019-03-29,0.501
5222,23,"I Can’t Get Enough (benny blanco, Selena Gomez, J Balvin, Tainy)",benny blanco,48780,2019-03-22--2019-03-29,hk,1WSGTYKLEpKfNQYYW5Oymt,2019-03-22,2019-03-29,0.69
5223,24,Talk,Khalid,48258,2019-03-22--2019-03-29,hk,0rTV5WefWd1J3OwIheTzxM,2019-03-22,2019-03-29,0.338
5224,25,龍舌蘭,Eason Chan,46600,2019-03-22--2019-03-29,hk,2yJuzhRAp75De9QFcR0qXl,2019-03-22,2019-03-29,0.215
5225,26,Always Remember Us This Way,Lady Gaga,45273,2019-03-22--2019-03-29,hk,2rbDhOo9Fh61Bbu23T2qCk,2019-03-22,2019-03-29,0.296
5226,27,亂世情侶 (合唱版),Leo Ku,44217,2019-03-22--2019-03-29,hk,2hRY6ORT8dEdVVCocenQjs,2019-03-22,2019-03-29,0.213
5227,28,bury a friend,Billie Eilish,43436,2019-03-22--2019-03-29,hk,4NzMOnvSJVNKF7nw5NkXIP,2019-03-22,2019-03-29,0.196
5228,29,Big Plans,Why Don't We,42365,2019-03-22--2019-03-29,hk,6Yx181fZzA0YE2EkUsYruq,2019-03-22,2019-03-29,0.651
5229,30,Last Hurrah,Bebe Rexha,42315,2019-03-22--2019-03-29,hk,0i0wnv9UoFdZ5MfuFGQzMy,2019-03-22,2019-03-29,0.401
5230,31,So Am I,Ava Max,41814,2019-03-22--2019-03-29,hk,0uUNN1nSoUx1A4fkDCWDQ7,2019-03-22,2019-03-29,0.607
5231,32,裝睡的情人,Hins Cheung,40733,2019-03-22--2019-03-29,hk,5hdFOCoXHRbGEGF6A0IylT,2019-03-22,2019-03-29,0.38
5232,33,Without Me,Halsey,39990,2019-03-22--2019-03-29,hk,5p7ujcrUXASCNwRaWNHR1C,2019-03-22,2019-03-29,0.533
5233,34,달라달라 (DALLA DALLA),ITZY,39675,2019-03-22--2019-03-29,hk,0GU5GuJQQEnnREO2FxnVPT,2019-03-22,2019-03-29,0.713
5234,35,說散就散,JC 陳泳彤,39629,2019-03-22--2019-03-29,hk,3CE1HoJJ0FVKo7JHsWIuvC,2019-03-22,2019-03-29,0.375
5235,36,明明他已離開妳,Hins Cheung,39151,2019-03-22--2019-03-29,hk,1lTbjJHizaTlozAvSCEtcw,2019-03-22,2019-03-29,0.273
5236,37,Con Calma,Daddy Yankee,38938,2019-03-22--2019-03-29,hk,5w9c2J52mkdntKOmRLeM2m,2019-03-22,2019-03-29,0.656
5237,38,等你下課,Jay Chou,38474,2019-03-22--2019-03-29,hk,76WthWB0v0KXUHZoAclMVV,2019-03-22,2019-03-29,0.416
5238,39,Sweet but Psycho,Ava Max,38351,2019-03-22--2019-03-29,hk,25sgk305KZfyuqVBQIahim,2019-03-22,2019-03-29,0.628
5239,40,Happier,Marshmello,37331,2019-03-22--2019-03-29,hk,2dpaYNEQHiRxtZbfNsse99,2019-03-22,2019-03-29,0.671
5240,41,No Sleep (feat. Bonn),Martin Garrix,36577,2019-03-22--2019-03-29,hk,1ahVFh0ViDZr8LvkEVlq3B,2019-03-22,2019-03-29,0.327
5241,42,告白氣球,Jay Chou,36470,2019-03-22--2019-03-29,hk,1ivCIgrYZyE0BvItL4Z8lk,2019-03-22,2019-03-29,0.448
5242,43,永遠飛行模式,Dear Jane,36466,2019-03-22--2019-03-29,hk,62Fq89muy8ASOH0IQJvb3T,2019-03-22,2019-03-29,0.342
5243,44,羅生門,Juno Mak,36371,2019-03-22--2019-03-29,hk,7xAVLrbnud6OrU6f4FmxDr,2019-03-22,2019-03-29,0.253
5244,45,Four Seasons,TAEYEON,36059,2019-03-22--2019-03-29,hk,4ytyLpIwUXbdFsNOvgNnmP,2019-03-22,2019-03-29,0.673
5245,46,櫻花樹下,Hins Cheung,35563,2019-03-22--2019-03-29,hk,2FgDWCqMCIAATvqr9ozeYm,2019-03-22,2019-03-29,0.36
5246,47,Bohemian Rhapsody - Remastered 2011,Queen,35034,2019-03-22--2019-03-29,hk,4u7EnebtmKWzUH433cf5Qv,2019-03-22,2019-03-29,0.224
5247,48,Perfect,Ed Sheeran,35003,2019-03-22--2019-03-29,hk,0tgVpDi06FyKpA1z0VMD4v,2019-03-22,2019-03-29,0.168
5248,49,(一個男人) 一個女人 和浴室,Louis Koo,34880,2019-03-22--2019-03-29,hk,5NvsRbIoMFMqBAVFHn1f3X,2019-03-22,2019-03-29,0.467
5249,50,Undrunk,FLETCHER,33772,2019-03-22--2019-03-29,hk,5SHhPFh68OhUmuRPymKX9d,2019-03-22,2019-03-29,0.542
5250,51,認真如初,Jason Chan,33585,2019-03-22--2019-03-29,hk,2rdcqS9cMomMCHqtX3v7hM,2019-03-22,2019-03-29,0.32
5251,52,Shape of You,Ed Sheeran,32994,2019-03-22--2019-03-29,hk,7qiZfU4dY1lWllzX7mPBI3,2019-03-22,2019-03-29,0.931
5252,53,心之科學,Joey Yung,32919,2019-03-22--2019-03-29,hk,1gVMd7oYGo6Whlgg7pAa7M,2019-03-22,2019-03-29,0.252
5253,54,漸漸,Eason Chan,32870,2019-03-22--2019-03-29,hk,1o5PE9VNUd8EJtcYLA3QxP,2019-03-22,2019-03-29,0.29
5254,55,SOLO,JENNIE,32713,2019-03-22--2019-03-29,hk,2wVDWtLKXunswWecARNILj,2019-03-22,2019-03-29,0.388
5255,56,我們萬歲,Eason Chan,31194,2019-03-22--2019-03-29,hk,36zXp2vEis00HRdX3pYEMr,2019-03-22,2019-03-29,0.556
5256,57,Close To Me (with Diplo) (feat. Swae Lee),Ellie Goulding,31014,2019-03-22--2019-03-29,hk,5JEx7HbmvHQQswJCsoo9rA,2019-03-22,2019-03-29,0.492
5257,58,R.I.P. (feat. Rita Ora & Anitta),Sofia Reyes,30598,2019-03-22--2019-03-29,hk,6JqpFboOH2bq9pzaYbkKBn,2019-03-22,2019-03-29,0.698
5258,59,Girls Like You (feat. Cardi B),Maroon 5,30597,2019-03-22--2019-03-29,hk,7fa9MBXhVfQ8P8Df9OEbD8,2019-03-22,2019-03-29,0.448
5259,60,Way Back Home (feat. Conor Maynard) - Sam Feldt Edit,SHAUN,30399,2019-03-22--2019-03-29,hk,1ZLrDPgR7mvuTco3rQK8Pk,2019-03-22,2019-03-29,0.447
5260,61,2002,Anne-Marie,30370,2019-03-22--2019-03-29,hk,2BgEsaKNfHUdlh97KmvFyo,2019-03-22,2019-03-29,0.603
