,Position,Track Name,Artist,Streams,date,region,id,date_from,date_to,valence
5261,62,Something Just Like This,The Chainsmokers,30199,2019-03-22--2019-03-29,hk,6RUKPb4LETWmmr3iAEQktW,2019-03-22,2019-03-29,0.446
5262,63,別𠱁我,JC 陳泳彤,30140,2019-03-22--2019-03-29,hk,6VeoA1vxx9dueepuakIbMr,2019-03-22,2019-03-29,0.417
5263,64,13樓的大笨象,Stephanie Cheng,30138,2019-03-22--2019-03-29,hk,1Cn2n7LpjpiElg6IyKB9id,2019-03-22,2019-03-29,0.482
5264,65,MIDDLE CHILD,J. Cole,29859,2019-03-22--2019-03-29,hk,2JvzF1RMd7lE3KmFlsyZD8,2019-03-22,2019-03-29,0.463
5265,66,突然好想你,Mayday,29806,2019-03-22--2019-03-29,hk,0IAgufC1FlOg1nZMmRZxRr,2019-03-22,2019-03-29,0.409
5266,67,Fairy tale,Yoga Lin,29764,2019-03-22--2019-03-29,hk,5EXpL9orGpIsscSyBgPdSx,2019-03-22,2019-03-29,0.22
5267,68,未來見,RubberBand,29280,2019-03-22--2019-03-29,hk,5OPqZ5dEqrdPGatJgnZ8xG,2019-03-22,2019-03-29,0.136
5268,69,心淡,Joey Yung,28973,2019-03-22--2019-03-29,hk,0Eum5dQqpUDgwJiUucG3QU,2019-03-22,2019-03-29,0.375
5269,70,No New Friends,Sia,28832,2019-03-22--2019-03-29,hk,3Y7a0typ6ik1KscmebXd6D,2019-03-22,2019-03-29,0.688
5270,71,你瞞我瞞,Jason Chan,28665,2019-03-22--2019-03-29,hk,1eId3TVzGrwv73YAWAVQMX,2019-03-22,2019-03-29,0.403
5271,72,Eastside (with Halsey & Khalid),benny blanco,28597,2019-03-22--2019-03-29,hk,7FGq80cy8juXBCD2nrqdWU,2019-03-22,2019-03-29,0.329
5272,73,囍帖街,Kay Tse,28581,2019-03-22--2019-03-29,hk,3hU9nGBhYJQwvF8BJ4PUcE,2019-03-22,2019-03-29,0.428
5273,74,在月台上等你,Janice Vidal,28468,2019-03-22--2019-03-29,hk,4apKcYGPasaBCwmEVvGB0k,2019-03-22,2019-03-29,0.463
5274,75,後來的我們,Mayday,28462,2019-03-22--2019-03-29,hk,13AruKdh8wJhWx6i5dV8X1,2019-03-22,2019-03-29,0.225
5275,76,我們 - 《後來的我們》電影主題曲,Eason Chan,28332,2019-03-22--2019-03-29,hk,0Uf0SvwUrf02ucIt1d0Wos,2019-03-22,2019-03-29,0.201
5276,77,Faded,Alan Walker,28323,2019-03-22--2019-03-29,hk,698ItKASDavgwZ3WjaWjtz,2019-03-22,2019-03-29,0.159
5277,78,那些你很冒險的夢,JJ Lin,28113,2019-03-22--2019-03-29,hk,5kZDxLcbqglZ2yYXg4Mkjc,2019-03-22,2019-03-29,0.28
5278,79,如果雨之後,Eric Chou,27728,2019-03-22--2019-03-29,hk,6kabSi7XCHHGThNme6J2tL,2019-03-22,2019-03-29,0.445
5279,80,365,Zedd,27672,2019-03-22--2019-03-29,hk,2XWjPtKdi5sucFYtVav07d,2019-03-22,2019-03-29,0.248
5280,81,Be Alright,Dean Lewis,27519,2019-03-22--2019-03-29,hk,2H4gf1wLxvYreMj1jcaN0k,2019-03-22,2019-03-29,0.493
5281,82,Photograph,Ed Sheeran,27504,2019-03-22--2019-03-29,hk,6fxVffaTuwjgEk5h9QyRjy,2019-03-22,2019-03-29,0.201
5282,83,The Bones,Maren Morris,27417,2019-03-22--2019-03-29,hk,3npzogdOEiVsieXmmhBepL,2019-03-22,2019-03-29,0.335
5283,84,Old Town Road,Lil Nas X,27307,2019-03-22--2019-03-29,hk,53CJANUxooaqGOtdsBTh7O,2019-03-22,2019-03-29,0.471
5284,85,時光機,Terence Siufay,27226,2019-03-22--2019-03-29,hk,53lFtfrl5Of2Hkr5eiNscQ,2019-03-22,2019-03-29,0.392
5285,86,Havana (feat. Young Thug),Camila Cabello,27193,2019-03-22--2019-03-29,hk,1rfofaqEpACxVEHIZBJe6W,2019-03-22,2019-03-29,0.394
5286,87,歲月如歌,Eason Chan,27088,2019-03-22--2019-03-29,hk,209lkexhDOdjGJMv9iw3rJ,2019-03-22,2019-03-29,0.453
5287,88,命硬,Justin Lo,27046,2019-03-22--2019-03-29,hk,47RgWWTJno746wCInL4gQz,2019-03-22,2019-03-29,0.333
5288,89,"你,好不好? - Ending Theme Song of TVBS Series ""Life List""",Eric Chou,27022,2019-03-22--2019-03-29,hk,2gug6MRv4xQFYi9LA3PJCS,2019-03-22,2019-03-29,0.535
5289,90,必殺技 - Live,Leo Ku,26835,2019-03-22--2019-03-29,hk,7oPrKydZ1xLIFXzjHLUGE5,2019-03-22,2019-03-29,0.399
5290,91,Closer,The Chainsmokers,26766,2019-03-22--2019-03-29,hk,7BKLCZ1jbUBVqRi2FVlTVw,2019-03-22,2019-03-29,0.661
5291,92,Hope,The Chainsmokers,26482,2019-03-22--2019-03-29,hk,4BiiOzZCrXEzHRLYcYFiD5,2019-03-22,2019-03-29,0.513
5292,93,可惜我是水瓶座,Miriam Yeung,26287,2019-03-22--2019-03-29,hk,1sWUT5hSawhEctQEQrVQdn,2019-03-22,2019-03-29,0.543
5293,94,gogobebe,Mamamoo,26246,2019-03-22--2019-03-29,hk,6E7jAJN2e3znSHyPCdQqx8,2019-03-22,2019-03-29,0.707
5294,95,This Feeling,The Chainsmokers,26130,2019-03-22--2019-03-29,hk,4NBTZtAt1F13VvlSKe6KTl,2019-03-22,2019-03-29,0.449
5295,96,睡皇后,G.E.M.,26098,2019-03-22--2019-03-29,hk,3f7D4hlFcvAWCPilTOGJEy,2019-03-22,2019-03-29,0.181
5296,97,光年之外 (電影 《Passengers》 中國區主題曲),G.E.M.,25803,2019-03-22--2019-03-29,hk,1bkvGbgK4HU8B7Ue4k7O7I,2019-03-22,2019-03-29,0.238
5297,98,哪裡只得我共你,Dear Jane,25667,2019-03-22--2019-03-29,hk,6oHNXUrt4s5JJIM1WoOwsZ,2019-03-22,2019-03-29,0.284
5298,99,最後晚餐,Supper Moment,25475,2019-03-22--2019-03-29,hk,71b8CQvcm070jgEypaevrV,2019-03-22,2019-03-29,0.449
5299,100,戀無可戀,Leo Ku,25325,2019-03-22--2019-03-29,hk,4zVevFBE0Ub4WaUS91f9g1,2019-03-22,2019-03-29,0.367
5300,101,怎麼了,Eric Chou,25259,2019-03-22--2019-03-29,hk,2IAumRplFr0Ns09kKgt2je,2019-03-22,2019-03-29,0.263
5301,102,All Falls Down (feat. Juliander),Alan Walker,25171,2019-03-22--2019-03-29,hk,1HvCFAUIWQsWV9zud3UhDl,2019-03-22,2019-03-29,0.675
5302,103,亂世情侶,Leo Ku,25130,2019-03-22--2019-03-29,hk,0n9AcvtAVZIhEfnZsBbELp,2019-03-22,2019-03-29,0.234
5303,104,Everything I Need - Film Version,Skylar Grey,25085,2019-03-22--2019-03-29,hk,6QcERmfQKHKtRE4yW7f0cC,2019-03-22,2019-03-29,0.289
5304,105,無賴,Ronald Cheng,25040,2019-03-22--2019-03-29,hk,1zAFaIAd1kek5IEi5AwPvL,2019-03-22,2019-03-29,0.551
5305,106,Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,24883,2019-03-22--2019-03-29,hk,1wJRveJZLSb1rjhnUHQiv6,2019-03-22,2019-03-29,0.434
5306,107,不該,Jay Chou,24783,2019-03-22--2019-03-29,hk,7LyCtbxher5m97MImn5M3l,2019-03-22,2019-03-29,0.187
5307,108,Fast,Juice WRLD,24588,2019-03-22--2019-03-29,hk,6MjNilJCVKJq0LfFvo5jWJ,2019-03-22,2019-03-29,0.263
5308,109,Darkside,Alan Walker,24548,2019-03-22--2019-03-29,hk,6SRWhUJcD2YKahCwHavz3X,2019-03-22,2019-03-29,0.123
5309,110,I'll Never Love Again - Film Version - Radio Edit,Lady Gaga,24152,2019-03-22--2019-03-29,hk,3DKpA54hrFIdPN6AtL9HXa,2019-03-22,2019-03-29,0.25
5310,111,We Don't Talk Anymore,Charlie Puth,24027,2019-03-22--2019-03-29,hk,68EMU2RD1ECNeOeJ5qAXCV,2019-03-22,2019-03-29,0.352
5311,112,Giant (with Rag'n'Bone Man),Calvin Harris,23703,2019-03-22--2019-03-29,hk,5itOtNx0WxtJmi1TQ3RuRd,2019-03-22,2019-03-29,0.606
5312,113,體面(電影《前任3:再見前任》插曲),Kelly Yu,23431,2019-03-22--2019-03-29,hk,7cE5ehlKJ3L9Ejhzm3udcF,2019-03-22,2019-03-29,0.205
5313,114,I Like Me Better,Lauv,23370,2019-03-22--2019-03-29,hk,2P91MQbaiQOfbiz9VqhqKQ,2019-03-22,2019-03-29,0.419
5314,115,年少有為,Ronghao Li,23344,2019-03-22--2019-03-29,hk,6XY80Ofqd8j0SGiEdRLwCp,2019-03-22,2019-03-29,0.289
5315,116,The Middle,Zedd,23319,2019-03-22--2019-03-29,hk,09IStsImFySgyp0pIQdqAc,2019-03-22,2019-03-29,0.437
5316,117,Too Good At Goodbyes,Sam Smith,23259,2019-03-22--2019-03-29,hk,1mXVgsBdtIVeCLJnSnmtdV,2019-03-22,2019-03-29,0.534
5317,118,Someone You Loved,Lewis Capaldi,23121,2019-03-22--2019-03-29,hk,2TIlqbIneP0ZY1O0EzYLlc,2019-03-22,2019-03-29,0.446
5318,119,Love Someone,Lukas Graham,23106,2019-03-22--2019-03-29,hk,3id2EVGKc3eFAMn9nFnB0r,2019-03-22,2019-03-29,0.265
5319,120,11 Minutes (with Halsey feat. Travis Barker),YUNGBLUD,23078,2019-03-22--2019-03-29,hk,4mGdjNMo0RonTlOEb7cYg4,2019-03-22,2019-03-29,0.233
5320,121,人妻的偽術,Kay Tse,22924,2019-03-22--2019-03-29,hk,13hlBLWc9fTLcmfPjrWkns,2019-03-22,2019-03-29,0.589
5321,122,Saturday Nights,Khalid,22804,2019-03-22--2019-03-29,hk,5kfNriitmkNE8mUbZ7gbq8,2019-03-22,2019-03-29,0.341
5322,123,若然冬天沒有花,梁釗峰,22765,2019-03-22--2019-03-29,hk,07JzFsUuuOW4eQR6d9iMXR,2019-03-22,2019-03-29,0.384
5323,124,不許你注定一人,Dear Jane,22600,2019-03-22--2019-03-29,hk,0zaJVOyKHcBVtf0itXajME,2019-03-22,2019-03-29,0.475
5324,125,Beautiful (feat. Camila Cabello),Bazzi,22543,2019-03-22--2019-03-29,hk,4VUwkH455At9kENOfzTqmF,2019-03-22,2019-03-29,0.249
5325,126,再不再見,C AllStar,22506,2019-03-22--2019-03-29,hk,1kcNUj4udKEFesxdclbh8n,2019-03-22,2019-03-29,0.341
5326,127,小問題,AGA,22506,2019-03-22--2019-03-29,hk,0Eozbd447x0jSZZNeMAXS2,2019-03-22,2019-03-29,0.783
5327,128,可惜沒如果,JJ Lin,22457,2019-03-22--2019-03-29,hk,6WoQzK5Exbfcmow1AoNRkl,2019-03-22,2019-03-29,0.286
5328,129,修煉愛情,JJ Lin,22394,2019-03-22--2019-03-29,hk,190kU2WKyIzx9XaBjfWRPk,2019-03-22,2019-03-29,0.239
5329,130,Lie To Me (feat. Julia Michaels),5 Seconds of Summer,22292,2019-03-22--2019-03-29,hk,6GzApXoBQiiAjak3tOQfV3,2019-03-22,2019-03-29,0.771
5330,131,Say You Won't Let Go,James Arthur,22281,2019-03-22--2019-03-29,hk,5uCax9HTNlzGybIStD3vDh,2019-03-22,2019-03-29,0.494
5331,132,DDU-DU DDU-DU,BLACKPINK,22252,2019-03-22--2019-03-29,hk,2aI2k39nfa3KFsa4JclQzw,2019-03-22,2019-03-29,0.389
5332,133,你是你本身的傳奇,Charmaine Fong,22206,2019-03-22--2019-03-29,hk,5uMkdWf1H6JEcpcdnPOSZM,2019-03-22,2019-03-29,0.427
5333,134,I Don't Belong In This Club,Why Don't We,22189,2019-03-22--2019-03-29,hk,45ZGEdLxCZvdMX9jWlsAAx,2019-03-22,2019-03-29,0.164
5334,135,Wolves,Selena Gomez,22125,2019-03-22--2019-03-29,hk,0tBbt8CrmxbjRP0pueQkyU,2019-03-22,2019-03-29,0.305
5335,136,"太難開始 - 劇集 ""救妻同學會"" 片尾曲",Hubert Wu,22124,2019-03-22--2019-03-29,hk,2NJh3jZkabUE1a3K6XTJBf,2019-03-22,2019-03-29,0.285
5336,137,別來無恙,Jason Chan,22115,2019-03-22--2019-03-29,hk,2wgF570uODvVSxfd8o3eRf,2019-03-22,2019-03-29,0.51
5337,138,Senorita,(G)I-DLE,22107,2019-03-22--2019-03-29,hk,0q6boCcLaWYPIy2vOsksFg,2019-03-22,2019-03-29,0.42
5338,139,淘汰(國),Eason Chan,22094,2019-03-22--2019-03-29,hk,3aawXLnJpcDVXCl1UUksAW,2019-03-22,2019-03-29,0.206
5339,140,寧願當初不相見,Dear Jane,22056,2019-03-22--2019-03-29,hk,5HQvBElbSnW7ybPNTshR0O,2019-03-22,2019-03-29,0.326
5340,141,Blue,TAEYEON,22054,2019-03-22--2019-03-29,hk,3R8iyJpmhI9ABDmTpetV2D,2019-03-22,2019-03-29,0.137
5341,142,Thinking out Loud,Ed Sheeran,21974,2019-03-22--2019-03-29,hk,1Slwb6dOYkBlWal1PGtnNg,2019-03-22,2019-03-29,0.591
5342,143,no tears left to cry,Ariana Grande,21937,2019-03-22--2019-03-29,hk,2qT1uLXPVPzGgFOx4jtEuo,2019-03-22,2019-03-29,0.354
5343,144,"暗中愛我 - 劇集 ""福爾摩師奶"" 主題曲",Jinny Ng,21780,2019-03-22--2019-03-29,hk,6IpW82WcVzck9qyH5Nar7O,2019-03-22,2019-03-29,0.337
5344,145,以後別做朋友,Eric Chou,21779,2019-03-22--2019-03-29,hk,7zyYmIdjqqiX6kLryb7QBx,2019-03-22,2019-03-29,0.291
5345,146,High Hopes,Panic! At The Disco,21695,2019-03-22--2019-03-29,hk,1rqqCSm0Qe4I9rUvWncaom,2019-03-22,2019-03-29,0.681
5346,147,lovely,Billie Eilish,21677,2019-03-22--2019-03-29,hk,1NJcg626wLln4pGHpiV7mf,2019-03-22,2019-03-29,0.12
5347,148,Better Now,Post Malone,21663,2019-03-22--2019-03-29,hk,7dt6x5M1jzdTEt8oCbisTK,2019-03-22,2019-03-29,0.374
5348,149,Bad Liar,Imagine Dragons,21380,2019-03-22--2019-03-29,hk,2RSHsoi04658QL5xgQVov3,2019-03-22,2019-03-29,0.0827
5349,150,"Fire On Fire - From ""Watership Down""",Sam Smith,21355,2019-03-22--2019-03-29,hk,5rFj8OzffT0iggSjcBaeND,2019-03-22,2019-03-29,0.341
5350,151,明年今日,Eason Chan,21329,2019-03-22--2019-03-29,hk,4UD5xrQI4nKftCje1y5Te9,2019-03-22,2019-03-29,0.214
5351,152,說好的幸福呢,Jay Chou,21299,2019-03-22--2019-03-29,hk,6W2tmkeuHKaedHhdTPnyVs,2019-03-22,2019-03-29,0.24
5352,153,面具,Alfred Hui,21091,2019-03-22--2019-03-29,hk,58SUsgamkW6vFFq0YNKGrf,2019-03-22,2019-03-29,0.218
5353,154,大哥,Janice Vidal,20898,2019-03-22--2019-03-29,hk,2fzOOTi4YDXENpUCr1fiaW,2019-03-22,2019-03-29,0.392
5354,155,長相廝守,ToNick,20867,2019-03-22--2019-03-29,hk,44TjgDPUGUqU3ylA8tBkVf,2019-03-22,2019-03-29,0.503
5355,156,晴天,Jay Chou,20825,2019-03-22--2019-03-29,hk,0F02KChKwbcQ3tk4q1YxLH,2019-03-22,2019-03-29,0.399
5356,157,經過一些秋與冬,Dear Jane,20632,2019-03-22--2019-03-29,hk,4pw59ml6lY3WnP90tfyDGP,2019-03-22,2019-03-29,0.352
5357,158,不為誰而作的歌,JJ Lin,20630,2019-03-22--2019-03-29,hk,0VqSdtXseb9khdZrnYVyM1,2019-03-22,2019-03-29,0.252
5358,159,慢慢喜歡你,Karen Mok,20572,2019-03-22--2019-03-29,hk,7EoyERNueJuFlQbyrRB0US,2019-03-22,2019-03-29,0.375
5359,160,Walk Me Home,P!nk,20481,2019-03-22--2019-03-29,hk,7DHApOHsIFo7EyfieArYGE,2019-03-22,2019-03-29,0.432
5360,161,idontwannabeyouanymore,Billie Eilish,20442,2019-03-22--2019-03-29,hk,40T5GIqQ1CegGm2PTEl8Bu,2019-03-22,2019-03-29,0.247
5361,162,There's No Way (feat. Julia Michaels),Lauv,20402,2019-03-22--2019-03-29,hk,2hnxrRNzF74mdDzpQZQukQ,2019-03-22,2019-03-29,0.374
5362,163,I’m So Hot,MOMOLAND,20329,2019-03-22--2019-03-29,hk,5unCIQfJLMtcsiU6MP5zmB,2019-03-22,2019-03-29,0.85
5363,164,她說,JJ Lin,20272,2019-03-22--2019-03-29,hk,632VyMrvhsHIsO4zq9khts,2019-03-22,2019-03-29,0.326
5364,165,Nights Like This (feat. Ty Dolla $ign),Kehlani,20266,2019-03-22--2019-03-29,hk,6ZRuF2n1CQxyxxAAWsKJOy,2019-03-22,2019-03-29,0.291
5365,166,Lost In Japan,Shawn Mendes,20261,2019-03-22--2019-03-29,hk,79esEXlqqmq0GPz0xQSZTV,2019-03-22,2019-03-29,0.425
5366,167,A Thousand Years,Christina Perri,20235,2019-03-22--2019-03-29,hk,6lanRgr6wXibZr8KgzXxBl,2019-03-22,2019-03-29,0.161
5367,168,Just You and I,Tom Walker,20203,2019-03-22--2019-03-29,hk,03x2rVJRFUrvwlfxoHd9Mo,2019-03-22,2019-03-29,0.544
5368,169,Going Bad (feat. Drake),Meek Mill,20081,2019-03-22--2019-03-29,hk,2IRZnDFmlqMuOrYOLnZZyc,2019-03-22,2019-03-29,0.544
5369,170,幸福之歌,Supper Moment,19913,2019-03-22--2019-03-29,hk,25atREPmk8jKg0WlI28bsV,2019-03-22,2019-03-29,0.397
5370,171,分手總約在雨天,Charmaine Fong,19796,2019-03-22--2019-03-29,hk,4F58voptx3uo1bNiJ6i1P9,2019-03-22,2019-03-29,0.204
5371,172,when the party's over,Billie Eilish,19703,2019-03-22--2019-03-29,hk,14JzyD6FlBD5z0wV5P07YI,2019-03-22,2019-03-29,0.205
5372,173,死性不改,Twins,19657,2019-03-22--2019-03-29,hk,7aMEBZUCJFyV4VM60yEHtC,2019-03-22,2019-03-29,0.395
5373,174,無盡,Supper Moment,19657,2019-03-22--2019-03-29,hk,6TNz79kvUVVQSM2EhZQVq8,2019-03-22,2019-03-29,0.526
5374,175,Happier,Ed Sheeran,19523,2019-03-22--2019-03-29,hk,2RttW7RAu5nOAfq6YFvApB,2019-03-22,2019-03-29,0.236
5375,176,富士山下,Eason Chan,19483,2019-03-22--2019-03-29,hk,3cthRwQ2X0SNTaauD7tjn5,2019-03-22,2019-03-29,0.528
5376,177,Back To You - From 13 Reasons Why – Season 2 Soundtrack,Selena Gomez,19292,2019-03-22--2019-03-29,hk,4hQ6UGyWQIGJmHSo0J88JW,2019-03-22,2019-03-29,0.508
5377,178,Attention,Charlie Puth,19285,2019-03-22--2019-03-29,hk,5cF0dROlMOK5uNZtivgu50,2019-03-22,2019-03-29,0.797
5378,179,Kong,Justin Lo,19263,2019-03-22--2019-03-29,hk,5hQwJOWx41wiWH305GT7pf,2019-03-22,2019-03-29,0.341
5379,180,男人背後,Pakho Chau,19238,2019-03-22--2019-03-29,hk,5fFsbYb2tewS0dvWKD9iVc,2019-03-22,2019-03-29,0.359
5380,181,Better,Khalid,19117,2019-03-22--2019-03-29,hk,6zeeWid2sgw4lap2jV61PZ,2019-03-22,2019-03-29,0.112
5381,182,演員,Joker Xue,19097,2019-03-22--2019-03-29,hk,6LunoYd3xpZ19sICOXS8Xd,2019-03-22,2019-03-29,0.186
5382,183,下一位前度,Terence Lam,19086,2019-03-22--2019-03-29,hk,0Q3jOuEpx8Esi2qZMQSghl,2019-03-22,2019-03-29,0.428
5383,184,FAKE LOVE,BTS,19078,2019-03-22--2019-03-29,hk,3aW0ds4A4tSQDIp75FqWTo,2019-03-22,2019-03-29,0.344
5384,185,黑盒,Juno Mak,19041,2019-03-22--2019-03-29,hk,6Bvqtzk0zscNWhZCw43P5N,2019-03-22,2019-03-29,0.132
5385,186,缺,Hins Cheung,18956,2019-03-22--2019-03-29,hk,528HFTQqdaMOf31jDTgkGt,2019-03-22,2019-03-29,0.273
5386,187,SICKO MODE,Travis Scott,18947,2019-03-22--2019-03-29,hk,2xLMifQCjDGFmkHkpNLD9h,2019-03-22,2019-03-29,0.446
5387,188,野孩子,Miriam Yeung,18929,2019-03-22--2019-03-29,hk,66YUHByAhvckqMtO9EkJ1J,2019-03-22,2019-03-29,0.52
5388,189,勇悍・17,Juno Mak,18822,2019-03-22--2019-03-29,hk,58nDLotEOqoDorTkvz4tJf,2019-03-22,2019-03-29,0.486
5389,190,耿耿於懷,Juno Mak,18687,2019-03-22--2019-03-29,hk,027DJzimsjm1M1hflEWLnv,2019-03-22,2019-03-29,0.148
5390,191,男朋友,Louis Koo,18680,2019-03-22--2019-03-29,hk,4HBOOGIvjHGOrdtEiFkN03,2019-03-22,2019-03-29,0.27
5391,192,Treat You Better,Shawn Mendes,18509,2019-03-22--2019-03-29,hk,3QGsuHI8jO1Rx4JWLUh9jd,2019-03-22,2019-03-29,0.747
5392,193,Youngblood,5 Seconds of Summer,18507,2019-03-22--2019-03-29,hk,2iUXsYOEPhVqEBwsqP70rE,2019-03-22,2019-03-29,0.152
5393,194,一個女人和浴室,Kay Tse,18364,2019-03-22--2019-03-29,hk,4IxKTRZn3KQxj3dwwqbyGi,2019-03-22,2019-03-29,0.537
5394,195,Nobody,Martin Jensen,18359,2019-03-22--2019-03-29,hk,2qfEcCkEo5NscA9GL7ER72,2019-03-22,2019-03-29,0.524
5395,196,假使世界原來不像你預期,Charmaine Fong,18287,2019-03-22--2019-03-29,hk,53HxUdYRCRMdzYPG0qhGUP,2019-03-22,2019-03-29,0.347
5396,197,imagine,Ariana Grande,18219,2019-03-22--2019-03-29,hk,39LmTF9RgyakzSYX8txrow,2019-03-22,2019-03-29,0.371
5397,198,一種永遠,Joey Yung,17990,2019-03-22--2019-03-29,hk,3kyJUSmj8lkccGZqye5CUk,2019-03-22,2019-03-29,0.325
5398,199,I'm Yours,Jason Mraz,17952,2019-03-22--2019-03-29,hk,3S0OXQeoh0w6AY8WQVckRW,2019-03-22,2019-03-29,0.718
5399,200,IDGAF,Dua Lipa,17929,2019-03-22--2019-03-29,hk,76cy1WJvNGJTj78UqeA5zr,2019-03-22,2019-03-29,0.51
5400,1,bad guy,Billie Eilish,145050,2019-03-29--2019-04-05,hk,2Fxmhks0bxGSBdJ92vM42m,2019-03-29,2019-04-05,0.562
5401,2,Sucker,Jonas Brothers,95091,2019-03-29--2019-04-05,hk,4y3OI86AEP6PQoDE6olYhO,2019-03-29,2019-04-05,0.952
5402,3,wish you were gay,Billie Eilish,93582,2019-03-29--2019-04-05,hk,3Fj47GNK2kUF0uaEDgXLaD,2019-03-29,2019-04-05,0.282
5403,4,On My Way,Alan Walker,92846,2019-03-29--2019-04-05,hk,4n7jnSxVLd8QioibtTDBDq,2019-03-29,2019-04-05,0.297
5404,5,7 rings,Ariana Grande,89019,2019-03-29--2019-04-05,hk,6ocbgoVGwYJhOv1GgI9NsF,2019-03-29,2019-04-05,0.327
5405,6,Here With Me,Marshmello,81416,2019-03-29--2019-04-05,hk,5icOoE6VgqFKohjWWNp0Ac,2019-03-29,2019-04-05,0.181
5406,7,其實寂寞,Kay Tse,78503,2019-03-29--2019-04-05,hk,4qOQcgfSAV2XuoJ55TYSaS,2019-03-29,2019-04-05,0.61
5407,8,Shallow,Lady Gaga,70058,2019-03-29--2019-04-05,hk,2VxeLyX666F8uXCJ0dZF8B,2019-03-29,2019-04-05,0.323
5408,9,bury a friend,Billie Eilish,69393,2019-03-29--2019-04-05,hk,4SSnFejRGlZikf02HLewEF,2019-03-29,2019-04-05,0.196
5409,10,Who Do You Love,The Chainsmokers,67218,2019-03-29--2019-04-05,hk,11cDEev79fPKi6uJCjUhu8,2019-03-29,2019-04-05,0.435
5410,11,寂寞就如,Juno Mak,66592,2019-03-29--2019-04-05,hk,6npOpd3seRhoTPGOsFPKaX,2019-03-29,2019-04-05,0.284
5411,12,all the good girls go to hell,Billie Eilish,65848,2019-03-29--2019-04-05,hk,6IRdLKIyS4p7XNiP8r6rsx,2019-03-29,2019-04-05,0.569
5412,13,"break up with your girlfriend, i'm bored",Ariana Grande,61873,2019-03-29--2019-04-05,hk,4kV4N9D1iKVxx1KLvtTpjS,2019-03-29,2019-04-05,0.335
5413,14,Dancing With A Stranger (with Normani),Sam Smith,61468,2019-03-29--2019-04-05,hk,6Qs4SXO9dwPj5GKvVOv8Ki,2019-03-29,2019-04-05,0.347
5414,15,i'm so tired...,Lauv,59916,2019-03-29--2019-04-05,hk,7COXchtUOMd6uIT6HvmRaI,2019-03-29,2019-04-05,0.534
5415,16,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,57238,2019-03-29--2019-04-05,hk,3KkXRkHbMCARz0aVfEt68P,2019-03-29,2019-04-05,0.913
5416,17,Let Me Down Slowly,Alec Benjamin,56685,2019-03-29--2019-04-05,hk,2qxmye6gAegTMjLKEBoR3d,2019-03-29,2019-04-05,0.483
5417,18,My Bad,Khalid,56374,2019-03-29--2019-04-05,hk,1DUSuNhF8P5vUGNPpQiZa5,2019-03-29,2019-04-05,0.391
5418,19,有一種悲傷 - 電影《比悲傷更悲傷的故事》主題曲,A-Lin,56044,2019-03-29--2019-04-05,hk,3ayrHkyorPEpeOBvZ76SwG,2019-03-29,2019-04-05,0.341
5419,20,百年樹木,Hins Cheung,53840,2019-03-29--2019-04-05,hk,5ql4tlxS3GtADNsSRi2GnW,2019-03-29,2019-04-05,0.343
5420,21,Don't Call Me Up,Mabel,53390,2019-03-29--2019-04-05,hk,5WHTFyqSii0lmT9R21abT8,2019-03-29,2019-04-05,0.234
5421,22,"thank u, next",Ariana Grande,52875,2019-03-29--2019-04-05,hk,3e9HZxeyfWwjeyPAMmWSSQ,2019-03-29,2019-04-05,0.412
5422,23,xanny,Billie Eilish,52709,2019-03-29--2019-04-05,hk,4QIo4oxwzzafcBWkKjDpXY,2019-03-29,2019-04-05,0.0528
5423,24,when the party's over,Billie Eilish,52385,2019-03-29--2019-04-05,hk,43zdsphuZLzwA9k4DJhU0I,2019-03-29,2019-04-05,0.198
5424,25,you should see me in a crown,Billie Eilish,46084,2019-03-29--2019-04-05,hk,3XF5xLJHOQQRbWya6hBp7d,2019-03-29,2019-04-05,0.323
5425,26,春秋,Hins Cheung,46079,2019-03-29--2019-04-05,hk,2WVbMoHdWCspdiEa7OnG1D,2019-03-29,2019-04-05,0.501
5426,27,亂世情侶 (合唱版),Leo Ku,45977,2019-03-29--2019-04-05,hk,2hRY6ORT8dEdVVCocenQjs,2019-03-29,2019-04-05,0.213
5427,28,Please Me,Cardi B,45491,2019-03-29--2019-04-05,hk,0PG9fbaaHFHfre2gUVo7AN,2019-03-29,2019-04-05,0.65
5428,29,龍舌蘭,Eason Chan,44093,2019-03-29--2019-04-05,hk,2yJuzhRAp75De9QFcR0qXl,2019-03-29,2019-04-05,0.215
5429,30,So Am I,Ava Max,43810,2019-03-29--2019-04-05,hk,0uUNN1nSoUx1A4fkDCWDQ7,2019-03-29,2019-04-05,0.607
5430,31,Talk,Khalid,43774,2019-03-29--2019-04-05,hk,0rTV5WefWd1J3OwIheTzxM,2019-03-29,2019-04-05,0.338
5431,32,Always Remember Us This Way,Lady Gaga,43423,2019-03-29--2019-04-05,hk,2rbDhOo9Fh61Bbu23T2qCk,2019-03-29,2019-04-05,0.296
5432,33,Wow.,Post Malone,43276,2019-03-29--2019-04-05,hk,6MWtB6iiXyIwun0YzU6DFP,2019-03-29,2019-04-05,0.385
5433,34,my strange addiction,Billie Eilish,41346,2019-03-29--2019-04-05,hk,3Tc57t9l2O8FwQZtQOvPXK,2019-03-29,2019-04-05,0.563
